校系代碼,校系名稱,總錄取人數,招生名額,檢定標準,比序項目,第一輪錄取,第一輪比序,第二輪錄取,第二輪比序
09901,法律學系法學組,8,8,"頂標
前標
前標
頂標
均標
--
--","在校學業
學測總級分
學測英文
學測國文
學測數學
學測社會
學測自然",8,"6%
--
--
--
--
--
--",--,
09901,法律學系法學組【外加】,0,1,"頂標
前標
前標
頂標
均標
--
--","在校學業
學測總級分
學測英文
學測國文
學測數學
學測社會
學測自然",0,"--
--
--
--
--
--
--",--,
09902,法律學系司法組,8,8,"頂標
前標
前標
頂標
均標
--
--","在校學業
學測總級分
學測英文
學測國文
學測數學
學測社會
學測自然",8,"4%
62
14
--
--
--
--",--,
09902,法律學系司法組【外加】,0,1,"頂標
前標
前標
頂標
均標
--
--","在校學業
學測總級分
學測英文
學測國文
學測數學
學測社會
學測自然",0,"--
--
--
--
--
--
--",--,
09903,法律學系財經法組,8,8,"頂標
前標
前標
頂標
均標
--
--","在校學業
學測總級分
學測英文
學測國文
學測數學
學測社會
學測自然",8,"3%
--
--
--
--
--
--",--,
09903,法律學系財經法組【外加】,0,1,"頂標
前標
前標
頂標
均標
--
--","在校學業
學測總級分
學測英文
學測國文
學測數學
學測社會
學測自然",0,"--
--
--
--
--
--
--",--,
09904,企業管理學系,22,22,"均標
前標
前標
--
--
--
--","在校學業
學測總級分
學測英文
英文學業
學測數學
數學學業
學測國文",12,"17%
--
--
--
--
--
--",10,"17%
--
--
--
--
--
--"
09905,金融與合作經營學系,11,11,"均標
均標
前標
--
--
--
B級","在校學業
學測總級分
學測數學
學測英文
學測國文
學測社會
數學學業",11,"4%
58
--
--
--
--
--",--,
09906,會計學系,20,20,"均標
前標
均標
--
--
--
B級","在校學業
學測英文
英文學業
數學學業
學測數學
國文學業",20,"3%
14
--
--
--
--",--,
09907,統計學系,9,9,"均標
前標
前標
均標
前標
前標
--","在校學業
學測總級分
學測數學
學測英文
學測國文",7,"15%
--
--
--
--",2,"11%
--
--
--
--"
09908,休閒運動管理學系,10,10,"均標
均標
均標
--
--
--
--","在校學業
英文學業
數學學業
學測英文
學測數學
學測總級分",8,"9%
--
--
--
--
--",2,"7%
--
--
--
--
--"
09908,休閒運動管理學系【外加】,0,2,"均標
均標
均標
--
--
--
--","在校學業
英文學業
數學學業
學測英文
學測數學
學測總級分",0,"--
--
--
--
--
--",--,
09909,公共行政暨政策學系,18,18,"均標
均標
--
均標
--
--
--","在校學業
學測總級分
學測社會
學測國文
學測英文",18,"3%
54
--
--
--",--,
09909,公共行政暨政策學系【外加】,0,1,"均標
均標
--
均標
--
--
--","在校學業
學測總級分
學測社會
學測國文
學測英文",0,"--
--
--
--
--",--,
09910,財政學系,10,10,"均標
均標
均標
均標
--
--
--","在校學業
學測總級分
學測數學
學測英文
數學學業
英文學業
公社學業",10,"2%
55
8
14
2%
--
--",--,
09910,財政學系【外加】,0,2,"均標
均標
均標
均標
--
--
--","在校學業
學測總級分
學測數學
學測英文
數學學業
英文學業
公社學業",0,"--
--
--
--
--
--
--",--,
09911,不動產與城鄉環境學系,30,30,"前標
均標
均標
--
--
前標
--","在校學業
學測總級分
學測國文
學測數學
學測英文
數學學業
地理學業",17,"12%
--
--
--
--
--
--",13,"10%
--
--
--
--
--
--"
09911,不動產與城鄉環境學系【外加】,0,5,"前標
均標
均標
--
--
前標
--","在校學業
學測總級分
學測國文
學測數學
學測英文
數學學業
地理學業",0,"--
--
--
--
--
--
--",--,
09912,經濟學系,20,20,"均標
前標
前標
--
--
--
C級","在校學業
學測總級分
學測數學
學測英文
學測國文",17,"19%
--
--
--
--",3,"4%
--
--
--
--"
09912,經濟學系【外加】,0,1,"均標
前標
前標
--
--
--
C級","在校學業
學測總級分
學測數學
學測英文
學測國文",0,"--
--
--
--
--",--,
09913,社會學系,6,6,"均標
均標
均標
--
--
--
--","在校學業
學測數學
學測英文
學測國文
數學學業
英文學業
國文學業",6,"4%
7
13
13
--
--
--",--,
09913,社會學系【外加】,0,1,"均標
均標
均標
--
--
--
--","在校學業
學測數學
學測英文
學測國文
數學學業
英文學業
國文學業",0,"--
--
--
--
--
--
--",--,
09914,社會工作學系,6,6,"均標
均標
均標
--
--
--
--","在校學業
學測英文
英文學業
學測國文
國文學業
學測數學
數學學業",6,"5%
--
--
--
--
--
--",--,
09914,社會工作學系【外加】,0,2,"均標
均標
均標
--
--
--
--","在校學業
學測英文
英文學業
學測國文
國文學業
學測數學
數學學業",0,"--
--
--
--
--
--
--",--,
09915,中國文學系,7,7,"頂標
均標
--
前標
--
前標
B級","在校學業
國文學業
學測總級分
學測國文
學測英文
學測社會
歷史學業",3,"19%
--
--
--
--
--
--",4,"12%
10%
--
--
--
--
--"
09915,中國文學系【外加】,0,2,"頂標
均標
--
前標
--
前標
B級","在校學業
國文學業
學測總級分
學測國文
學測英文
學測社會
歷史學業",0,"--
--
--
--
--
--
--",--,
09916,應用外語學系,15,15,"前標
前標
均標
--
--
前標
A級","在校學業
學測總級分
英文學業
學測英文
國文學業
學測國文",15,"15%
--
--
--
--
--",--,
09917,歷史學系,12,12,"均標
均標
--
前標
--
--
--","在校學業
學測總級分
學測社會
學測國文
學測英文",9,"20%
--
--
--
--",3,"8%
58
--
--
--"
09917,歷史學系【外加】,0,1,"均標
均標
--
前標
--
--
--","在校學業
學測總級分
學測社會
學測國文
學測英文",0,"--
--
--
--
--",--,
09918,資訊工程學系,6,6,"均標
前標
前標
均標
前標
前標
--","在校學業
學測總級分
學測數學
學測英文
學測自然
數學學業
英文學業",1,"17%
--
--
--
--
--
--",5,"14%
--
--
--
--
--
--"
09919,通訊工程學系,5,5,"均標
前標
前標
--
前標
--
--","在校學業
數學學業
物理學業
英文學業
學測數學
學測自然
學測英文",0,"--
--
--
--
--
--
--",5,"17%
--
--
--
--
--
--"
09920,電機工程學系,16,16,"--
前標
前標
--
均標
--
--","在校學業
學測總級分
學測數學
學測英文
學測自然
數學學業
英文學業",10,"19%
--
--
--
--
--
--",6,"11%
57
--
--
--
--
--"
