校系代碼,校系名稱,總錄取人數,招生名額,檢定標準,比序項目,第一輪錄取,第一輪比序,第二輪錄取,第二輪比序
00701,心理學系,9,9,"後標
均標
均標
後標
後標
--
--","在校學業
學測總級分
學測英文
學測數學
學測國文
英文學業
數學學業",9,"14%
58
--
--
--
--
--",--,
00701,心理學系【外加】,0,1,"後標
均標
均標
後標
後標
--
--","在校學業
學測總級分
學測英文
學測數學
學測國文
英文學業
數學學業",0,"--
--
--
--
--
--
--",--,
00702,醫學社會學與社會工作學系,6,6,"均標
均標
均標
均標
--
--
--","在校學業
學測國文
學測英文
學測社會
學測數學
國文學業
英文學業",5,"33%
--
--
--
--
--
--",1,"8%
--
--
--
--
--
--"
00703,醫務管理暨醫療資訊學系,20,20,"均標
後標
後標
--
--
--
--","在校學業
學測總級分
學測數學
學測英文
學測國文
數學學業
英文學業",20,"29%
--
--
--
--
--
--",--,
00703,醫務管理暨醫療資訊學系【外加】,0,2,"均標
後標
後標
--
--
--
--","在校學業
學測總級分
學測數學
學測英文
學測國文
數學學業
英文學業",0,"--
--
--
--
--
--
--",--,
00704,醫藥暨應用化學系醫藥化學組,11,11,"--
均標
均標
--
均標
--
--","在校學業
化學學業
學測自然
數學學業
學測數學
英文學業
學測英文",11,"7%
5%
--
--
--
--
--",--,
00704,醫藥暨應用化學系醫藥化學組【外加】,0,1,"--
均標
均標
--
均標
--
--","在校學業
化學學業
學測自然
數學學業
學測數學
英文學業
學測英文",0,"--
--
--
--
--
--
--",--,
00705,醫藥暨應用化學系應用化學組,11,11,"--
均標
均標
--
均標
--
--","在校學業
化學學業
學測自然
數學學業
學測數學
英文學業
學測英文",11,"22%
--
--
--
--
--
--",--,
00706,生物科技學系,17,17,"--
均標
均標
--
均標
--
--","在校學業
化學學業
英文學業
生物學業
學測自然
學測英文
學測數學",11,"32%
--
--
--
--
--
--",6,"16%
--
--
--
--
--
--"
00706,生物科技學系【外加】,0,1,"--
均標
均標
--
均標
--
--","在校學業
化學學業
英文學業
生物學業
學測自然
學測英文
學測數學",0,"--
--
--
--
--
--
--",--,
00707,運動醫學系,5,5,"--
均標
--
--
均標
均標
--","在校學業
學測總級分
學測自然
學測英文
學測數學
物理學業
英文學業",5,"4%
49
--
--
--
--
--",--,
00707,運動醫學系【外加】,0,1,"--
均標
--
--
均標
均標
--","在校學業
學測總級分
學測自然
學測英文
學測數學
物理學業
英文學業",0,"--
--
--
--
--
--
--",--,
00708,呼吸治療學系,8,8,"--
均標
--
--
均標
--
--","在校學業
學測英文
學測自然
學測數學
英文學業
生物學業
化學學業",8,"4%
13
14
--
--
--
--",--,
00708,呼吸治療學系【外加】,1,2,"--
均標
--
--
均標
--
--","在校學業
學測英文
學測自然
學測數學
英文學業
生物學業
化學學業",0,"--
--
--
--
--
--
--",1,"19%
--
--
--
--
--
--"
00709,牙醫學系,7,7,"均標
均標
均標
均標
前標
--
A級","在校學業
學測總級分
學測英文
學測自然
學測數學
學測國文
學測社會",7,"1%
72
15
15
--
--
--",--,
00709,牙醫學系【外加】,1,1,"均標
均標
均標
均標
前標
--
A級","在校學業
學測總級分
學測英文
學測自然
學測數學
學測國文
學測社會",1,"7%
--
--
--
--
--
--",--,
00710,口腔衛生學系,10,10,"後標
均標
後標
底標
後標
--
--","在校學業
學測英文
學測自然
學測數學
學測國文
學測社會",10,"8%
15
--
--
--
--",--,
00710,口腔衛生學系【外加】,0,2,"後標
均標
後標
底標
後標
--
--","在校學業
學測英文
學測自然
學測數學
學測國文
學測社會",0,"--
--
--
--
--
--",--,
00711,藥學系,8,8,"--
前標
前標
--
前標
--
A級","在校學業
學測總級分
學測英文
學測自然
學測國文
化學學業
生物學業",8,"2%
65
--
--
--
--
--",--,
00711,藥學系【外加】,1,3,"--
前標
前標
--
前標
--
A級","在校學業
學測總級分
學測英文
學測自然
學測國文
化學學業
生物學業",1,"11%
--
--
--
--
--
--",--,
00712,香粧品學系,7,7,"均標
均標
均標
均標
均標
均標
--","在校學業
學測總級分
學測自然
學測英文
化學學業
生物學業
學測國文",7,"5%
--
--
--
--
--
--",--,
00712,香粧品學系【外加】,0,1,"均標
均標
均標
均標
均標
均標
--","在校學業
學測總級分
學測自然
學測英文
化學學業
生物學業
學測國文",0,"--
--
--
--
--
--
--",--,
00713,護理學系,7,7,"--
均標
--
--
均標
--
--","在校學業
學測總級分
學測英文
學測自然
學測國文
學測數學
學測社會",7,"3%
--
--
--
--
--
--",--,
00713,護理學系【外加】,1,1,"--
均標
--
--
均標
--
--","在校學業
學測總級分
學測英文
學測自然
學測國文
學測數學
學測社會",1,"9%
--
--
--
--
--
--",--,
00714,醫學檢驗生物技術學系,6,6,"--
均標
--
--
均標
--
--","在校學業
學測總級分
學測英文
英文學業
學測自然
化學學業
生物學業",6,"3%
--
--
--
--
--
--",--,
00714,醫學檢驗生物技術學系【外加】,0,1,"--
均標
--
--
均標
--
--","在校學業
學測總級分
學測英文
英文學業
學測自然
化學學業
生物學業",0,"--
--
--
--
--
--
--",--,
00715,醫學影像暨放射科學系,4,4,"--
均標
均標
--
前標
--
--","在校學業
學測總級分
學測英文
學測自然
學測數學
學測國文
英文學業",4,"4%
61
--
--
--
--
--",--,
00715,醫學影像暨放射科學系【外加】,0,2,"--
均標
均標
--
前標
--
--","在校學業
學測總級分
學測英文
學測自然
學測數學
學測國文
英文學業",0,"--
--
--
--
--
--
--",--,
00716,公共衛生學系,10,10,"--
後標
均標
--
--
--
--","在校學業
學測總級分
學測數學
學測英文
國文學業
學測自然
化學學業",10,"12%
--
--
--
--
--
--",--,
00716,公共衛生學系【外加】,0,1,"--
後標
均標
--
--
--
--","在校學業
學測總級分
學測數學
學測英文
國文學業
學測自然
化學學業",0,"--
--
--
--
--
--
--",--,
00717,職能治療學系,5,5,"均標
均標
--
--
均標
--
--","在校學業
學測總級分
學測英文
學測自然
學測國文
學測社會
學測數學",5,"2%
--
--
--
--
--
--",--,
00717,職能治療學系【外加】,2,2,"均標
均標
--
--
均標
--
--","在校學業
學測總級分
學測英文
學測自然
學測國文
學測社會
學測數學",2,"17%
--
--
--
--
--
--",--,
00718,物理治療學系,7,7,"--
均標
均標
--
均標
--
--","在校學業
學測總級分
學測數學
學測自然
學測英文
學測國文",7,"3%
65
--
--
--
--",--,
00719,生物醫學暨環境生物學系,15,15,"後標
均標
後標
--
均標
--
--","在校學業
生物學業
學測自然
學測英文
學測數學
學測國文
化學學業",15,"9%
13%
--
--
--
--
--",--,
00719,生物醫學暨環境生物學系【外加】,0,2,"後標
均標
後標
--
均標
--
--","在校學業
生物學業
學測自然
學測英文
學測數學
學測國文
化學學業",0,"--
--
--
--
--
--
--",--,
